cod_amm,des_amm,Comune,nome_resp,cogn_resp,Cap,Provincia,Regione,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,Cf,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_googleplus,url_youtube,liv_accessibili
c_h287,Comune di Rignano Garganico,Rignano Garganico,Luigi,Di Fiore,71010,FG,Puglia,http://www.comune.rignanogarganico.fg.it,"Via L. Da Vinci, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00358440717,comune.rignanogarganico.fg@pec.rupar.puglia.it,pec,comune.rignanogarganico@gmail.com,altro,,,,,,,,,,,0
c_h288,Comune di Rignano Flaminio,Rignano Flaminio,Fabio,Di Lorenzi,68,RM,Lazio,http://www.comune.rignanoflaminio.rm.it,Piazza IV Novembre N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80163710587,protocollo@pec.comune.rignanoflaminio.rm.it,pec,affarigeneralicontratti@comune.rignanoflaminio.rm.it,altro,,,,,,,,,,,0
c_h289,Comune di Rigolato,Rigolato,Emanuela,Gortan Cappellari,33020,UD,Friuli Venezia Giulia,http://www.comune.rigolato.ud.it,"Via Della Repubblica, 59",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84002150302,comune.rigolato@certgov.fvg.it,pec,protocollo@com-rigolato.regione.fvg.it,altro,,,,,,,,,,,0
c_h293,Comune di Rimella,Rimella,Riccardo,Peco,13020,VC,Piemonte,http://www.comune.rimella.vc.it,Frazione Chiesa,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82001890027,comune.rimella@legalmail.it,pec,rimella@comune.rimella.vc.it,altro,,,,,,,,,,,0
c_h294,Comune di Rimini,Rimini,Andrea,Gnassi,47921,RN,Emilia Romagna,http://www.comune.rimini.it,"Piazza Cavour, 27",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE RIMINI,S,00304260409,protocollo.generale@pec.comune.rimini.it,pec,,,,,,,,,http://www.facebook.com/comunedirimini,https://twitter.com/comunerimini,http://www.youtube.com/user/arengovideo,,1
c_h298,Comune di Rio Saliceto,Rio Saliceto,Lucio,Malavasi,42010,RE,Emilia Romagna,http://www.comune.riosaliceto.re.it ,"Piazza Carducci, 18",Sindaco ,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00377960356,riosaliceto@cert.provincia.re.it,pec,vicesegretario@comune.riosaliceto.re.it,altro,,,,,,,,,,,0
c_h299,Comune di Rio di Pusteria,Rio di Pusteria,Christoph,Prugger,39037,BZ,Trentino Alto Adige,http://www.muehlbach.it,"Via Katharina Lanz, 47",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81007110216,muehlbach.riodipusteria@legalmail.it,pec,info@muehlbach.it,altro,,,,,,,,,,,0
c_h300,Comune di Riofreddo,Riofreddo,Giancarlo,Palma,20,RM,Lazio,http://www.comunediriofreddo.it,"Via Costanza Garibaldi, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,86001390581,sindaco.comunediriofreddo@pec.it,pec,riofreddocomune@libero.it,altro,,,,,,,,,,,0
c_h301,Comune di Riola Sardo,Riola Sardo,Mauro Salvatore,Saba,9070,OR,Sardegna,http://www.comune.riolasardo.or.it/,Via Umberto I N.16,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00070490958,protocollo@pec.comune.riolasardo.or.it,pec,,,,,,,,,,,,,0
c_h302,Comune di Riolo Terme,Riolo Terme,Alfonso,Nicolardi,48025,RA,Emilia Romagna,http://www.comune.rioloterme.ra.it,"Via Aldo Moro, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00226010395,comune.rioloterme@cert.provincia.ra.it,pec,urp@comune.rioloterme.ra.it,altro,,,,,,,,,,,0
c_h303,Comune di Riolunato,Riolunato,DANIELA,CONTRI,41020,MO,Emilia Romagna,http://www.comune.riolunato.mo.it,"Via Castello, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00661380360,comune@cert.comune.riolunato.mo.it,pec,info@comune.riolunato.mo.it,altro,,,,,,,,,,,0
c_h304,Comune di Riomaggiore,Riomaggiore,Franca,Cantrigliani,19017,SP,Liguria,http://www.comune.riomaggiore.sp.it,Via Telemaco Signorini 118,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00215200114,segreteria@pec-comunediriomaggiore.it,pec,attproduttive@comune.riomaggiore.sp.it,altro,,,,,,,,,,,0
c_h307,Comune di Rionero In Vulture,Rionero in Vulture,Luigi,Di Toro,85028,PZ,Basilicata,http://www.comune.rioneroinvulture.pz.it,"Via Raffaele Ciasca, 8",Sindaco pro-tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85000990763,protocollo.rioneroinvulture@asmepec.it,pec,sindaco@comune.rioneroinvulture.pz.it,altro,sindaco.rioneroinvulture@asmepec.it,pec,sude.rioneroinvulture@asmepec.it,pec,,,https://www.facebook.com/comunedirioneroinvulture/,,,,1
c_h308,Comune di Rionero Sannitico,Rionero Sannitico,Tonino,Minichiello,86087,IS,Molise,http://www.comune.rionerosannitico.is.it,Piazza Della Repubblica,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003930940,comune.rionerosannitico@pec.leonet.it,pec,comune.rionero@gmail.com,altro,,,,,,,,,,,0
c_h311,Comune di Ripabottoni,Ripabottoni,Civetta,Orazio,86040,CB,Molise,http://www.comune.ripabottoni.cb.it,"Corso Garibaldi, 19",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00054410709,amministrazione@pec.comuneripabottoni.it,pec,amministrazione@comuneripabottoni.it,altro,,,,,,,,,,,0
c_h312,Comune di Ripacandida,Ripacandida,Giuseppe,SARCUNO,85020,PZ,Basilicata,http://www.comune.ripacandida.pz.it,"Via G.B. Rossi, N. 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85000430760,protocollo.generale.comune.ripacandida@pec.it,pec,comunediripacandida@yahoo.it,altro,,,,,,,,,,,0
c_h313,Comune di Ripalimosani,Ripalimosani,MARCO,GIAMPAOLO,86025,CB,Molise,http://www.comuneripalimosani.it,Viale Guglielmo Marconi 4,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80002910703,comune.ripalimosanicb@legalmail.it,pec,ripalimosani@inwind.it,altro,,,,,,,,,,,0
c_h314,Comune di Ripalta Arpina,Ripalta Arpina,Marco,Ginelli,26010,CR,Lombardia,http://www.comune.ripaltaarpina.cr.it,Piazza Marconi 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00304970197,comune.ripaltaarpina@pec.regione.lombardia.it,pec,info@comune.ripaltaarpina.cr.it,altro,,,,,,,,,,,0
c_h315,Comune di Ripalta Cremasca,Ripalta Cremasca,Aries,Bonazza,26010,CR,Lombardia,http://www.comune.ripaltacremasca.cr.it,"Via Roma, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00301970190,comune.ripaltacremasca@pec.it,pec,,,,,,,,,,,,,0
c_h316,Comune di Ripalta Guerina,Ripalta Guerina,Luca Giovanni,Guerini,26010,CR,Lombardia,http://www.comune.ripaltaguerina.cr.it,"Piazza Trento, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00301980199,anagrafe.comune.ripaltaguerina@pec.regione.lombardia.it,pec,segreteria@comune.ripaltaguerina.cr.it,altro,anagrafe@comune.ripaltaguerina.cr.it,altro,,,,,,,,,0
c_h319,Comune di Riparbella,Riparbella,Renzo,Fantini,56046,PI,Toscana,http://www.comune.riparbella.pi.it,"Piazza Del Popolo, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00344970504,comune.riparbella@postacert.toscana.it,pec,,,,,,,,,,,,,0
c_h320,Comune di Ripa Teatina,Ripa Teatina,Ignazio,Rucci,66010,CH,Abruzzo,http://www.comuneripateatina.gov.it,"Via Nicola Marcone, 42",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00179840699,comune.ripateatina.ch@pec.it,pec,info@comune.ripateatina.ch.it,altro,,,,,,,,,,,0
c_h321,Comune di Ripatransone,Ripatransone,Remo ,Bruni,63065,AP,Marche,http://www.comune.ripatransone.ap.it,Piazza XX Settembre,Sindaco p.t.,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00370910440,protocollo@pec.comune.ripatransone.ap.it,pec,comune@comune.ripatransone.ap.it,altro,,,,,,,,,,,0
c_h323,Comune di Ripe San Ginesio,Ripe San Ginesio,Paolo,Teodori,62020,MC,Marche,http://www.comune.ripesanginesio.mc.it,"Piazza Vittorio Emanuele II, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00267220432,comune.ripesanginesio.mc@legalmail.it,pec,comune@comune.ripesanginesio.mc.it,altro,anagrafe@comune.ripesanginesio.mc.it,altro,,,,,,,,,0
c_h324,Comune di Ripi,Ripi,Roberto,Zeppieri,3027,FR,Lazio,http://www.comune.ripi.fr.it,Piazza Luciano Manara,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80001990607,fatturelettroniche.ripi@pec.it,pec,anagrafe@comune.ripi.fr.it,altro,ragioneria@comune.ripi.fr.it,altro,,,,,,,,,0
c_h325,Comune di Riposto,Riposto,Vincenzo,Caragliano,95018,CT,Sicilia,http://www.comune.riposto.ct.it,"Via Archimede, 125",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00222970873,protocollo@pec.comune.riposto.ct.it,pec,,,,,,,,,,,,,0
c_h326,Comune di Rittana,Rittana,Walter,Cesana,12010,CN,Piemonte,http://www.comune.rittana.cn.it,Piazza Galimberti N. 7,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80001890047,rittana@cert.legalmail.it,pec,,,,,,,,,,,,,0
c_h327,Comune di Rivamonte Agordino,Rivamonte Agordino,Giovanni,Deon,32020,BL,Veneto,http://www.comune.rivamonteagordino.bl.it,"Via Roma, 1",Sindaco pro tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80000670259,comune.rivamonteagordino.bl@pecveneto.it,pec,rivamonte@agordino.bl.it,altro,,,,,,,,,,,0
c_h328,Comune di Riva Ligure,Riva Ligure,Angelo,Avegno,18015,IM,Liguria,http://www.comunedirivaligure.it,Via Nino Bixio 15,Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00248350084,protocollo.rivaligure@legalmail.it,pec,info@comunedirivaligure.it,altro,comune.rivaligure.im@legalmail.it,pec,,,,,,,,,0
c_h330,Comune di Riva del Garda,Riva del Garda,Adalberto,Mosaner,38066,TN,Trentino Alto Adige,http://www.comune.rivadelgarda.tn.it,"Piazza Tre Novembre, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84001170228,comune.rivadelgarda.tn.it@cert.legalmail.it,pec,info@comune.rivadelgarda.tn.it,altro,,,,,,,,,,,0
c_h331,Comune di Riva di Solto,Riva di Solto,Nadia,Carrara,24060,BG,Lombardia,http://www.comune.rivadisolto.bg.it,Via Papa Giovanni XXIII,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00542080163,comune.rivadisolto@pec.regione.lombardia.it,pec,ragioneria@comune.rivadisolto.bg.it,altro,,,,,,,,,,,0
c_h333,Comune di Rivalba,Rivalba,DAVIDE,ROSSO,10090,TO,Piemonte,http://www.comune.rivalba.to.it,Via Roma 1,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82500550015,protocollo@pec.comune.rivalba.to.it,pec,comunerivalba@tin.it,altro,,,,,,,,,,,0
c_h334,Comune di Rivalta Bormida,Rivalta Bormida,Claudio,Pronzato,15010,AL,Piemonte,http://www.comune.rivalta.al.it,"Via Vittorio Emanuele Ii, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00415510064,comune.rivalta.al@pec.it,pec,info@comune.rivalta.al.it,altro,,,,,,,,,,,0
c_h335,Comune di Rivalta di Torino,Rivalta di Torino,Nicola,de Ruggiero,10040,TO,Piemonte,http://www.comune.rivalta.to.it,"Via Balma , 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,01864440019,protocollo.rivalta@cert.legalmail.it,pec,,,,,,,,,,,,,0
c_h336,Comune di Rivanazzano Terme,Rivanazzano Terme,MARCO,POGGI,27055,PV,Lombardia,http://www.comune.rivanazzanoterme.pv.it,PIAZZA CORNAGGIA 71,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00485130181,comune.rivanazzanoterme@pec.regione.lombardia.it,pec,informazioni@comune.rivanazzanoterme.pv.it,altro,,,,,,,,,,,0
c_h337,Comune di Riva presso Chieri,Riva presso Chieri,Livio,Strasly,10020,TO,Piemonte,http://www.comune.rivapressochieri.to.it,"Piazza Parrocchia, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,90003890010,comune.rivapressochieri@postecert.it,pec,info@comune.rivapressochieri.to.it,altro,,,,,,,,,,,0
c_h338,Comune di Rivara,Rivara,GIANLUCA,QUARELLI,10080,TO,Piemonte,http://www.comune.rivara.to.it,"Corso Ogliani, 9",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85501330014,amministrativo.rivara@pec.it,pec,segreteria@comune.rivara.to.it,altro,,,,,,,,,,,0
c_h340,Comune di Rivarolo Canavese,Rivarolo Canavese,Alberto,Rostagno,10086,TO,Piemonte,http://www.rivarolocanavese.it,"Via Ivrea, 60",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,01413960012,rivarolocanavese@pec.it,pec,comune@rivarolocanavese.it,altro,,,,,,,,,,,0
c_h341,Comune di Rivarolo del Re Ed Uniti,Rivarolo del Re ed Uniti,Manuela,Araldi,26036,CR,Lombardia,http://www.comune.rivarolodelreeduniti.cr.it,Piazza Roma,Responsabile Area Finanziaria,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00334230190,comune.rivarolodelre@pec.regione.lombardia.it,pec,,,,,,,,,,,,,0
c_h342,Comune di Rivarolo Mantovano,Rivarolo Mantovano,MASSIMILIANO,GALLI,46017,MN,Lombardia,http://www.comune.rivarolo.mn.it,Via Gonzaga N.39,SINDACO PRO TEMPORE,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00393230206,comune.rivarolo.mn@legalmail.it,pec,,,,,,,,,,,,,0
c_h343,Comune di Rivarone,Rivarone,Pietro Umberto Pilade,Ragni,15040,AL,Piemonte,http://www.comune.rivarone.al.it,"Via Bassignana,3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00377100060,segreteria@pec.comune.rivarone.al.it,pec,segreteria@comune.rivarone.al.it,altro,,,,,,,,,,,0
c_h344,Comune di Rivarossa,Rivarossa,Enrico,Vallino,10040,TO,Piemonte,http://www.comune.rivarossa.to.it,"Via Frescot, 21",Sindaco - legale rappresentante,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85501570015,rivarossa@cert.ruparpiemonte.it,pec,ragioneria@comune.rivarossa.to.it,altro,,,,,,,,,,,0
c_h346,Comune di Rive,Rive,Andrea,Manachino,13030,VC,Piemonte,http://www.comune.rive.vc.it,"Piazza Vittorio Veneto, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00379150022,rive@cert.ruparpiemonte.it,pec,rive@reteunitaria.piemonte.it,altro,,,,,,,,,,,0
c_h347,Comune di Rive D'Arcano,Rive d'Arcano,Alessandro,Bertoia,33030,UD,Friuli Venezia Giulia,http://www.comune.rivedarcano.ud.it,"Piazza I Maggio, 1",Responsabile A,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00460120306,comune.rivedarcano@certgov.fvg.it,pec,,,,,,,,,,,,,0
c_h348,Comune di Rivello,Rivello,Antonio,Manfredelli,85040,PZ,Basilicata,http://www.comune.rivello.pz.it,"Viale Monastero, 48",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83000350765,protocollo@pec.comune.rivello.pz.it,pec,,,,,,,,,,,,,0
c_h350,Comune di Rivergaro,Rivergaro,Andrea,Albasi,29029,PC,Emilia Romagna,http://www.comune.rivergaro.pc.it,"Via San Rocco, 24",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00271960338,comune.rivergaro@sintranet.legalmail.it,pec,protocollo@comune.rivergaro.pc.it,altro,giulia.marenghi@comune.rivergaro.pc.it,altro,demograficisuap.rivergaro@legalmail.it,pec,,,,,,,0
c_h353,Comune di Rivisondoli,Rivisondoli,Roberto,Ciampaglia,67036,AQ,Abruzzo,http://comune.rivisondoli.aq.it,Piazza Municipio N. 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000050664,postacert@pec.comune.rivisondoli.aq.it,pec,ufficiofinanziario@comune.rivisondoli.aq.it,altro,,,,,,,,,,,0
c_h354,Comune di Rivodutri,Rivodutri,Barbara,Pelagotti,2010,RI,Lazio,http://comune.rivodutri.ri.it,"Piazza Municipio, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00108820572,comune.rivodutri@legalmail.it,pec,ragioneria@comune.rivodutri.ri.it,altro,,,,,,,,,,,0
c_h355,Comune di Rivoli,Rivoli,Franco,Dessi',10098,TO,Piemonte,http://www.comune.rivoli.to.it,"Corso Francia, 98",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00529840019,comune.rivoli.to@legalmail.it,pec,,,,,,,,,,,,,0
c_h356,Comune di Rivoli Veronese,Rivoli Veronese,Roberto,Pecoraro,37010,VR,Veneto,http://www.comune.rivoli.vr.it,Piazza Napoleone I 3,Ragioniere,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001170232,protocollo.comune.rivoli.vr@pecveneto.it,pec,protocollo@comune.rivoli.vr.it,altro,,,,,,,,,,,0
c_h357,Comune di Rivolta D'Adda,Rivolta d'Adda,Fabio Maria Martino,Calvi,26027,CR,Lombardia,http://www.comune.rivoltadadda.cr.it,Piazza V. Emanuele II N.1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00125130195,comune.rivoltadadda@mailcert.cremasconline.it,pec,comune@comune.rivoltadadda.cr.it,altro,,,,,,,,,,,0
c_h359,Comune di Rizziconi,Rizziconi,Alessandro,Giovinazzo,89016,RC,Calabria,http://www.comune.rizziconi.rc.it,Piazza Marconi,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00285740809,segretario@pec.comune.rizziconi.rc.it,pec,segreteriagen@comune.rizziconi.rc.it,altro,,,,,,,,,,,0
c_h361,Comune di Roana,Roana,Valentino,Frigo,36010,VI,Veneto,http://www.comune.roana.vi.it,Canove Di Roana - Via Milano 32,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00256400243,comune.roana.vi@pecveneto.it,pec,,,,,,,,,,,,,0
c_h362,Comune di Roaschia,Roaschia,Bruno,VIALE,12010,CN,Piemonte,http://www.comune.roaschia.cn.it,Piazza San Dalmazzo 3,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003830041,comune.roaschia.cn@cert.legalmail.it,pec,info@comune.roaschia.cn.it,altro,,,,,,,,,,,0
c_h363,Comune di Roascio,Roascio,Aldo,Minazzo,12073,CN,Piemonte,http://www.comune.roascio.cn.it,Via Capoluogo 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00551910045,roascio@cert.ruparpiemonte.it,pec,roascio@ruparpiemonte.it,altro,,,,,,,,,,,0
c_h365,Comune di Roasio,Roasio,Gianmario,Taraboletti,13060,VC,Piemonte,http://www.comune.roasio.vc.it,Via Torino N. 112,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80006220026,segreteria@pec.comune.roasio.vc.it,pec,segreteria@comune.roasio.vc.it,altro,,,,,,,,,,,0
c_h366,Comune di Roatto,Roatto,Bruno,Colombo,14018,AT,Piemonte,http://www.comune.roatto.at.it,"Piazza Piemonte, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80005620051,roatto@cert.ruparpiemonte.it,pec,comuneroatto@libero.it,altro,,,,,,,,,,,0
c_h367,Comune di Robassomero,Robassomero,Antonio,Massa,10070,TO,Piemonte,http://www.comune.robassomero.to.it,Via Paolo Braccini 7,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83001550017,protocollo.robassomero@pec.it,pec,comune@comune.robassomero.to.it,altro,tributi.robassomero@anutel.it,pec,anagrafe.robassomero@pec.it,pec,poliziamunicipale.robassomero@pec.it,pec,https://www.facebook.com/robassomero/,,,,0
c_h369,Comune di Robbio,Robbio,Angela Maria,Natale,27038,PV,Lombardia,http://www.comune.robbio.pv.it,"Piazza Liberta', 2",segretario comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83001450184,comune.robbio@pec.it,pec,info@comune.robbio.pv.it,altro,,,,,,,,,,,3
c_h371,Comune di Robecchetto con Induno,Robecchetto con Induno,Giorgio Clemente,Braga,20020,MI,Lombardia,http://www.comune.robecchetto-con-induno.mi.it,"Piazza Liberta, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,86002510153,comune.robecchetto@postecert.it,pec,,,,,,,,,,,,,0
c_h372,Comune di Robecco D'Oglio,Robecco d'Oglio,Marco Romeo,Pipperi,26010,CR,Lombardia,http://www.comune.robeccodoglio.cr.it,"Via Martiri Della Liberta', 60",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00316540194,comune.robeccodoglio@pec.regione.lombardia.it,pec,,,,,,,,,,,,,0
c_h373,Comune di Robecco Sul Naviglio,Robecco sul Naviglio,Fortunata,Barni,20087,MI,Lombardia,http://www.comune.robeccosulnaviglio.mi.it,Via Dante 21,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82002470159,robeccosulnaviglio@halleycert.it,pec,info@comune.robeccosulnaviglio.mi.it,altro,protocollo@comune.robeccosulnaviglio.mi.it,altro,,,,,,,,,0
c_h375,Comune di Robecco Pavese,Robecco Pavese,Elena,Villani,27042,PV,Lombardia,http://www.comune.robeccopavese.pv.it/,"Via San Nazzaro, 18",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00471900183,comune.robeccopavese@legalpec.it,pec,,,,,,,,,,,,,0
c_h376,Comune di Robella,Robella,Claudio,GAVOSTO,14020,AT,Piemonte,http://www.comune.robella.at.it/it,"Via Robilant, 1",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,ROBELLA,S,80003850056,robella@cert.legalmail.it,pec,protocollo@comune.robella.at.it,altro,comune.tecnico.robella@virgilio.it,altro,,,,,,,,,0
c_h378,Comune di Roburent,Roburent,Bruno,Vallepiano,12080,CN,Piemonte,http://www.comune.roburent.cn.it,Via Provinciale 174,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00468820048,umberto.garelli@pec.comune.roburent.cn.it,pec,daniela.caramello@pec.comune.roburent.cn.it,pec,roberta.regis@pec.comune.roburent.cn.it,pec,,,,,,,,,0
c_h379,Comune di Rocca Pietore,Rocca Pietore,Severino Andrea,De Bernardin,32020,BL,Veneto,http://www.comune.roccapietore.bl.it,Localita' Capoluogo 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00145870259,comune.roccapietore.bl@pecveneto.it,pec,rocca.pietore@agordino.bl.it,altro,,,,,,,,,,,0
c_h380,Comune di Roccavaldina,Roccavaldina,Antonino,Di Stefano,98040,ME,Sicilia,http://www.roccavaldina.gov.it,"Via Roma,3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000660835,comuneroccavaldina@pec.it,pec,protocollo@roccavaldina.gov.it,altro,,,,,,,,,,,0
c_h382,Comune di Roccabascerana,Roccabascerana,Roberto,Del Grosso,83016,AV,Campania,http://www.comune.roccabascerana.av.it,Piazza Imbriani,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80009710643,segreteria.roccabascerana@asmepec.it,pec,comuneroccabascerana@libero.it,altro,,,,,,,,,,,0
c_h383,Comune di Roccabernarda,Roccabernarda,Vincenzo,Pugliese,88835,KR,Calabria,http://www.comune.roccabernarda.kr.it,Via Della Resistenza,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00311290795,segreteria.roccabernarda@asmepec.it,pec,,,,,,,,,https://www.facebook.com/roccabernarda,https://www.twitter.com/roccabernarda,https://www.youtube.com/roccabernarda,,0
c_h384,Comune di Roccabianca,Roccabianca,Marco,Antonioli,43010,PR,Emilia Romagna,http://www.comune.roccabianca.pr.it,"Viale Rimembranze, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00427670344,protocollo@postacert.comune.roccabianca.pr.it,pec,segreteria@comune.roccabianca.pr.it,altro,,,,,,,,,,,0
c_h385,Comune di Roccabruna,Roccabruna,Claudio,Garnero,12020,CN,Piemonte,http://www.comune.roccabruna.cn.it,Strada Dei Catari 6,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003950047,roccabruna@postemailcertificata.it,pec,info@comune.roccabruna.cn.it,altro,,,,,,,,,,,0
c_h386,Comune di Rocca Canavese,Rocca Canavese,Fabrizio,Bertetto,10070,TO,Piemonte,http://www.comune.roccacanavese.to.it,"Via Levone, 20",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83002630016,rocca.canavese@cert.ruparpiemonte.it,pec,,,,,,,,,,,,,0
c_h387,Comune di Rocca Canterano,Rocca Canterano,FULVIO,PROIETTI,20,RM,Lazio,http://www.comune.roccacanterano.rm.it,"Via Del Municipio, 31",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,02850250586,segretarioroccacanterano@pec.cittametropolitanaroma.gov.it,pec,roccacanterano@libero.it,altro,,,,,,,,,,,0
c_h389,Comune di Roccacasale,Roccacasale,ENRICO,PACE,67030,AQ,Abruzzo,http://roccacasale.gov.it,"Via Dei Lauri, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83000550661,comuneroccacasale@pec.it,pec,comune@roccacasale.it,altro,,,,,,,,,,,0
c_h390,Comune di Roccafluvione,Roccafluvione,Francesco,Leoni,63093,AP,Marche,http://www.comuneroccafluvione.it,"P.zza Aldo Moro, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004250447,comune.roccafluvione@emarche.it,pec,ragioneria@comune.roccafluvione.ap.it,altro,,,,,,,,,,,0
