ipa,license,other,word,cod_amm,des_amm,Comune,nome_resp,cogn_resp,Cap,Provincia,Regione,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,Cf,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_googleplus,url_youtube,liv_accessibili,slug,name,lat,lng
c_l872,http://creativecommons.org/licenses/by-sa/3.0/it/deed.it,Creative Commons CC-BY-SA,,c_l872,Comune di Vigevano,Vigevano,Andrea,Sala,27029,PV,Lombardia,http://www.comune.vigevano.pv.it,"Corso Vittorio Emanuele II, 25",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85001870188,protocollovigevano@pec.it,pec,gr-sic-sysadm@comune.vigevano.pv.it,altro,,,,,,,,,,,0,vigevano,Vigevano,45.3171,8.8586
c_f205,https://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons;,,c_f205,Comune di Milano,Milano,Giuseppe,Sala,20121,MI,Lombardia,http://www.comune.milano.it,"Piazza Della Scala, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,1199250158,protocollo@postacert.comune.milano.it,pec,,,,,,,,,,,,,0,milano,Milano,45.4612,9.1878
c_c103,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_c103,Comune di Castelfondo,Castelfondo,OSCAR,PIAZZI,38020,TN,Trentino Alto Adige,http://www.comune.castelfondo.tn.it/,"Via General Cantore, 13",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,311710222,comune@pec.comune.castelfondo.tn.it,pec,castelfondo@comuni.infotn.it,altro,,,,,,,,,,,0,castelfondo,Castelfondo,46.4566,11.1184
c_i871,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_i871,Comune di Sover,Sover,Carlo,Battisti,38048,TN,Trentino Alto Adige,http://www.comune.sover.tn.it,"Piazza S. Lorenzo, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,371870221,comune@pec.comune.sover.tn.it,pec,affarigenerali.gestioneassociata@comune.segonzano.tn.it,altro,,,,,,,,,,,0,sover,Sover,46.2228,11.3156
c_l736,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_l736,Comune di Venezia,Venezia,Luigi,Brugnaro,30100,VE,Veneto,http://www.comune.venezia.it,"San Marco, 4136",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,339370272,protocolloinformatico@pec.comune.venezia.it,pec,,,,,,,,,http://it-it.facebook.com/pages/Comune-di-Venezia/40209203564,www.comune.venezia.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1#.Vl1dkoN9pCM.twitter,,,0,venezia,Venezia,45.4345,12.3384
c_d243,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_d243,Comune di Daiano,Daiano,Emanuela,Bez,38030,TN,Trentino Alto Adige,http://www.comune.daiano.tn.it,"Piazza A. De Gasperi, 1",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,145810222,daiano@pec.comune.daiano.tn.it,pec,daiano@comuni.infotn.it,altro,,,,,,,,,,,0,daiano,Daiano,46.3025,11.4502
c_i975,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_i975,Comune di Strembo,Strembo,Guido,Botteri,38080,TN,Trentino Alto Adige,http://www.comune.strembo.tn.it/,"Via G. Garibaldi, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,263320228,comune@pec.comune.strembo.tn.it,pec,comune.strembo@comuni.infotn.it,altro,,,,,,,,,,,0,strembo,Strembo,46.1213,10.7521
c_a652,,,Open Data,c_a652,Comune di Bareggio,Bareggio,Linda,Colombo,20010,MI,Lombardia,http://www.comune.bareggio.mi.it,Piazza Cavour,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000710150,comune.bareggio@pec.regione.lombardia.it,pec,,,,,,,,,https://www.facebook.com/comunedibareggio/,https://twitter.com/comunebareggio,,,0,bareggio,Bareggio,45.476000000000006,8.9949
c_b707,,,Open Data,c_b707,Comune di Capriglio,Capriglio,TIZIANA,GAETA,14014,AT,Piemonte,http://www.comune.capriglio.at.it,"Piazza Mamma Margherita, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003130053,capriglio@cert.ruparpiemonte.it,pec,info@comune.capriglio.at.it,altro,,,,,,,,,,,0,capriglio,Capriglio,44.4778,10.2041
c_e345,,,Open Data (dati aperti),c_e345,Comune di Isolabella,Isolabella,Silvia,Colombatto,10046,TO,Piemonte,http://comune.isolabella.to.it,Piazza Cavour 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84502050010,isolabella@cert.ruparpiemonte.it,pec,comune.isolabella@sicap.it,altro,,,,,,,,,,,0,isolabella,Isolabella,44.9075,7.9102
c_d554,,,Open data,c_d554,Comune di Ferrere,Ferrere,Silvio Maria,Tealdi,14012,AT,Piemonte,http://www.comune.ferrere.at.it,"Via IV Novembre, 14",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE DI FERRERE,S,80003510056,amministrazione.ferrere@pec.it,pec,municipio@comune.ferrere.at.it,altro,,,,,,,,,,,0,ferrere,Ferrere,44.8783,7.9942
c_h259,,,OpenData,c_h259,Comune di Val Rezzo,Val Rezzo,Ivan,Puddu,22010,CO,Lombardia,http://www.comune.valrezzo.co.it,"Via Provinciale, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84000950133,comune.valrezzo@pec.regione.lombardia.it,pec,,,,,,,,,,,,,0,val-rezzo,Val Rezzo,46.0722,9.1106
c_c194,,,Open Data,c_c194,Comune di Castello-Molina di Fiemme,Castello-Molina di Fiemme,Marco,Larger,38030,TN,Trentino Alto Adige,http://www.comune.castellomolina.tn.it,"Via Roma, 38",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,128850229,comune@pec.comune.castellomolina.tn.it,pec,,,,,,,,,,,,,0,castello-molina-di-fiemme,Castello-Molina di Fiemme,46.2819,11.4351
c_a812,,,Open Data,c_a812,Comune di Berzano di San Pietro,Berzano di San Pietro,Mario,Lupo,14020,AT,Piemonte,http://www.comune.berzanosanpietro.at.it,Piazza Municipale N. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,92035370052,berzano.di.san.pietro@cert.ruparpiemonte.it,pec,protocollo@comune.berzanosanpietro.at.it,altro,,,,,,,,,,,0,berzano-di-san-pietro,Berzano di San Pietro,45.0952,7.9531
c_h330,,,Dati aperti rilasciati dal Comune,c_h330,Comune di Riva del Garda,Riva del Garda,Adalberto,Mosaner,38066,TN,Trentino Alto Adige,http://www.comune.rivadelgarda.tn.it,"Piazza Tre Novembre, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84001170228,comune.rivadelgarda.tn.it@cert.legalmail.it,pec,info@comune.rivadelgarda.tn.it,altro,,,,,,,,,,,0,riva-del-garda,Riva del Garda,45.8881,10.8445
c_l200,,,Open Data,c_l200,Comune di Ton,Ton,Angelo,Fedrizzi,38010,TN,Trentino Alto Adige,http://www.comune.ton.tn.it,Piazza Guardi 7,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80011830223,comuneton@legalmail.it,pec,segreteria@comune.ton.tn.it,altro,anagrafe@comune.ton.tn.it,altro,,,,,,,,,0,ton,Ton,46.265,11.0867
c_i452,,,Open Data,c_i452,Comune di Sassari,Sassari,Nicola,Sanna,7100,SS,Sardegna,http://www.comune.sassari.it,"Piazza Del Comune, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,239740905,protocollo@pec.comune.sassari.it,pec,sportellounico@pec.comune.sassari.it,pec,sue@pec.comune.sassari.it,pec,pg.polizialocalesassari@pec.comune.sassari.it,pec,tributi@pec.comune.sassari.it,pec,@ComunediSassari,@Comunedisassari,https://www.youtube.com/channel/UCEZygiq2sPLK-J6YCQC7TqA,,2,sassari,Sassari,40.7272,8.5585
c_c858,,,Open Data,c_c858,Comune di Colleferro,Colleferro,Antonio,Gagliarducci,34,RM,Lazio,http://www.comune.colleferro.rm.it,"Piazza Italia, 1",Responsabile area Economico-Finanziaria,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2850240587,comune.colleferro@legalmail.it,pec,foltran@comune.colleferro.rm.it,altro,,,,,,,,,,,0,colleferro,Colleferro,41.7302,13.0058
c_f709,,,Open data,c_f709,Comune di Moransengo,Moransengo,Massimo,Ghigo,14023,AT,Piemonte,http://www.comune.moransengo.at.it,Piazza Ferrero 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80005300050,protocollo.moransengo@cert.ruparpiemonte.it,pec,info@comune.moransengo.at.it,altro,,,,,,,,,,,0,moransengo,Moransengo,45.1158,8.0246
c_l168,,,Open data,c_l168,Comune di Tigliole,Tigliole,Massimo,Strocco Merlone,14016,AT,Piemonte,http://www.comune.tigliole.at.it,Piazza Vittoria N. 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003990050,tigliole@cert.ruparpiemonte.it,pec,,,,,,,,,,,,,0,tigliole,Tigliole,44.8866,8.0767
c_h783,,,Open Data,c_h783,Comune di San Bonifacio,San Bonifacio,GIAMPAOLO,PROVOLI,37047,VR,Veneto,http://www.comune.sanbonifacio.vr.it,Piazza Costituzione 4,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,220240238,sanbonifacio.vr@cert.ip-veneto.net,pec,,,,,,,,,,,,,0,san-bonifacio,San Bonifacio,45.3962,11.2702
c_m352,,,Open Data,c_m352,Comune di Borgo Chiese,Borgo Chiese,Paolo,Baldracchi,38083,TN,Trentino Alto Adige,http://www.comune.borgochiese.tn.it,"Piazza San Rocco, 20",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2402160226,comune@pec.comune.borgochiese.tn.it,pec,info@comune.borgochiese.tn.it,altro,,,,,,,,,,,0,borgo-chiese,Borgo Chiese,45.89063,10.60143
c_m344,,,Open Data,c_m344,Comune di Predaia,Taio,Paolo,Forno,38012,TN,Trentino Alto Adige,http://www.comune.predaia.tn.it,"Via Simone Barbacovi, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2354850220,comune@pec.comune.predaia.tn.it,pec,comune@comune.predaia.tn.it,altro,,,,,,,,,,,0,taio,Taio,46.3217,11.0711
c_f158,,,Open Data – Città di Messina,c_f158,Comune di Messina,Messina,Cateno,De Luca,98122,ME,Sicilia,http://www.comunemessina.gov.it,Piazza Unione Europea,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80270838,protocollo@pec.comune.messina.it,pec,,,,,,,,,,,,,0,messina,Messina,38.1922,15.5566
c_l781,,,Open Data,c_l781,Comune di Verona,Verona,Federico,Sboarina,37121,VR,Veneto,http://www.comune.verona.it,"Piazza Bra, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,215150236,protocollo.informatico@pec.comune.verona.it,pec,,,,,,,,,,,,,3,verona,Verona,45.442,10.9955
c_rlzv,,,Open Data,c_rlzv,Comune di Castello Tesino,Castello Tesino,Ivan,Boso,38053,TN,Trentino Alto Adige,http://www.comune.castello-tesino.tn.it,Via Dante 12,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,247030224,comune@pec.comune.castello-tesino.tn.it,pec,info@comune.castello-tesino.tn.it,altro,,,,,,,,,,,0,castello-tesino,Castello Tesino,46.0646,11.6334
c_a274,,,Open Data,c_a274,Comune di Andalo,Andalo,Maurizio,Tanel,38010,TN,Trentino Alto Adige,http://www.comune.andalo.tn.it,"Piazza Centrale, 1",Segretario comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,319630224,segreteria@pec.comune.andalo.tn.it,pec,info@comune.andalo.tn.it,altro,,,,,,,,,,,0,andalo,Andalo,46.1661,11.0052
c_h517,,,Open Data,c_h517,Comune di Romeno,Romeno,Luca,Fattor,38010,TN,Trentino Alto Adige,http://www.comune.romeno.tn.it,"Via Zucali, 29",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,278170220,comune@pec.comune.romeno.tn.it,pec,anagrafe@comune.romeno.tn.it,altro,,,,,,,,,,,3,romeno,Romeno,46.3958,11.1195
c_a235,,,Open Data,c_a235,Comune di Altino,Altino,Vincenzo,Muratelli,66040,CH,Abruzzo,http://www.comune.altino.ch.it,"Via San Pietro, 54F",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001430693,protocollo@pec.comune.altino.ch.it,pec,protocollo@comune.altino.ch.it,altro,,,,,,,,,,,0,altino,Altino,42.1024,14.3307
c_l057,,,Italian Open Data License 2.0,c_l057,Comune di Tarvisio,Tarvisio,Renzo,Zanette,33018,UD,Friuli Venezia Giulia,http://www.comune.tarvisio.ud.it,"Via Roma, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,251670303,comune.tarvisio@certgov.fvg.it,pec,affari.generali@com-tarvisio.regione.fvg.it,altro,,,,,,,,,,,3,tarvisio,Tarvisio,46.5054,13.5785
c_d488,,,OpenData,c_d488,Comune di Fano,Fano,Massimo,Seri,61032,PU,Marche,http://www.comune.fano.pu.it,"Via San Francesco D'Assisi, 76",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,127440410,comune.fano@emarche.it,pec,sindaco@comune.fano.pu.it,altro,,,,,,,,,,,0,fano,Fano,43.8449,13.0169
c_h501,,,Dati aperti,c_h501,ROMA CAPITALE,Roma,Virginia,Raggi,186,RM,Lazio,http://www.comune.roma.it,"Piazza Del Campidoglio, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE ROMA,S,2438750586,protocollo.segretariato@pec.comune.roma.it,pec,protocollo.ragioneriagenerale@pec.comune.roma.it,pec,,,,,,,,,,,0,roma,Roma,41.9,12.4833
c_f323,,,Open data,c_f323,Comune di Monale,Monale,Sergio,Magnetti,14013,AT,Piemonte,http://www.comune.monale.at.it,"Piazza Vittorio Emanuele II, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,PA,S,85950053,monale@cert.ruparpiemonte.it,pec,info@comune.monale.at.it,altro,,,,,,,,,,,0,monale,Monale,44.9353,8.0727
c_m113,,,Open Data,c_m113,Comune di Volano,Volano,MARIA ALESSANDRA,FURLINI,38060,TN,Trentino Alto Adige,http://www.comune.volano.tn.it,"Via S. Maria, 36",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,369340229,comune@pec.comune.volano.tn.it,pec,ufficiodemografico@pec.comune.volano.tn.it,pec,,,,,,,,,,,0,volano,Volano,45.9185,11.0633
c_d365,,,Open Data,c_d365,Comune di Drena,Drena,TARCISIO,MICHELOTTI,38074,TN,Trentino Alto Adige,http://www.comune.drena.tn.it/,"Via Roma, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84000770226,comune.drena@emailpec.eu,pec,,,,,,,,,,,,,0,drena,Drena,45.97,10.9438
c_i042,,,Open Data,c_i042,Comune di San Michele all'Adige,San Michele all'Adige,CLELIA,SANDRI,38010,TN,Trentino Alto Adige,http://www.comune.sanmichelealladige.tn.it,"Via Biasi, 1A",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,141660225,certificata@pec.comune.sanmichelealladige.tn.it,pec,info@comune.sanmichelealladige.tn.it,altro,,,,,,,,,,,0,san-michele-all-adige,San Michele all'Adige,46.1939,11.1347
c_d689,,,Opendata,c_d689,Comune di Forano,Forano,Marco ,Cortella,2044,RI,Lazio,http://www.comune.forano.ri.it,"Via Del Passeggio, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE DI FORANO,S,109320572,posta@pec.comune.forano.ri.it,pec,elettorale@comune.forano.ri.it,altro,,,,,,,,,,,0,forano,Forano,42.2971,12.5957
c_m105,,,Obiettivo del progetto è il riuso del modello organizzativo/gestionale della Città Metropolitana di Genova nato per supportare il complesso processo di apertura dei dati amministrativi e renderli fruibili online tramite l’Albero dell’Amministrazione Trasparente in modalità Open Data.,c_m105,Comune di Vobbia,Vobbia,Simone,Franceschi,16010,GE,Liguria,http://vobbia.unionedelloscrivia.ge.it,"Localita' Vobbia, 29",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,903710101,comune.vobbia@pec.it,pec,serviziosegreteria@comunedivobbia.com,altro,,,,,,,,,,,0,vobbia,Vobbia,44.6004,9.0393
c_e866,,,Open Data,c_e866,Comune di Malosco,Malosco,Walter,Clauser,38013,TN,Trentino Alto Adige,http://www.comune.malosco.tn.it,"Piazza Vittorio Erspamer, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,255620221,comune@pec.comune.malosco.tn.it,pec,comunemalosco@cim.it,altro,,,,,,,,,,,0,malosco,Malosco,46.437,11.1474
c_g656,,,Open Data,c_g656,Comune di Pieve Tesino,Pieve Tesino,Carola,Gioseffi,38050,TN,Trentino Alto Adige,http://www.comune.pievetesino.tn.it,"Piazza Giovanni Buffa Schievano, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,249810227,comune@pec.comune.pievetesino.tn.it,pec,pievetesino@comuni.infotn.it,altro,,,,,,,,,,,0,pieve-tesino,Pieve Tesino,46.0692,11.6114
c_b946,,,Open Data - Deliberazioni di Consiglio Comunale,c_b946,Comune di Casavatore,Casavatore,VALENTE-ALBERTINI,IZZO,80020,,Campania,http://www.comune.casavatore.na.it,"Piazza Gaspare Di Nocera, 1",Commissione Straordinaria,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,605360635,protocollo.casavatore@asmepec.it,pec,,,,,,,,,,,,,0,casavatore,Casavatore,40.9003,14.2775
c_h018,,,Open Data,c_h018,Comune di Predazzo,Predazzo,Maria,Bosin,38037,TN,Trentino Alto Adige,http://www.comune.predazzo.tn.it,P.za Ss. Filippo E Giacomo,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,148590227,comune@pec.comune.predazzo.tn.it,pec,info@comune.predazzo.tn.it,altro,anagrafe@pec.comune.predazzo.tn.it,pec,,,,,,,,,0,predazzo,Predazzo,46.3099,11.6008
c_c341,,,Open Data,c_c341,Comune di Castrofilippo,Castrofilippo,Antonio Francesco,Badalamenti,92020,AG,Sicilia,http://www.comune.castrofilippo.ag.it,"Piazza Paolo Borsellino , 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE DI CASTROFILIPPO,S,82001030848,protocollo.comune.castrofilippo@pec.it,pec,info@comune.castrofilippo.ag.it,altro,segretario@comune.castrofilippo.ag.it,altro,sindaco@comune.castrofilippo.ag.it,altro,segreteria@comune.castrofilippo.ag.it,altro,,,,,0,castrofilippo,Castrofilippo,37.3492,13.7492
c_h223,,,Open data,c_h223,Comune di Reggio Emilia,Reggio Emilia,Luca,Vecchi,42121,RE,Emilia Romagna,http://www.comune.re.it,"Piazza Prampolini, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,145920351,comune.reggioemilia@pec.municipio.re.it,pec,,,,,,,,,https://www.facebook.com/cittadireggioemilia,https://twitter.com/News_Comune_RE,http://www.youtube.com/user/redazionewebRE,,0,reggio-emilia,Reggio Emilia,44.695591,10.64125
c_h366,,,Open Data,c_h366,Comune di Roatto,Roatto,Bruno,Colombo,14018,AT,Piemonte,http://www.comune.roatto.at.it,"Piazza Piemonte, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80005620051,roatto@cert.ruparpiemonte.it,pec,comuneroatto@libero.it,altro,,,,,,,,,,,0,roatto,Roatto,44.9524,8.027000000000001
c_f728,,,I dati aperti del Comune,c_f728,Comune di Mori,Mori,Stefano,Barozzi,38065,TN,Trentino Alto Adige,http://www.comune.mori.tn.it,"Via Scuole, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,124030222,protocollo@pec.comune.mori.tn.it,pec,,,,,,,,,,,,,0,mori,Mori,45.8528,10.9762
c_f929,,,Open Data,c_f929,Comune di Nomi,Nomi,Rinaldo,Maffei,38060,TN,Trentino Alto Adige,http://www.comune.nomi.tn.it,"Piazza M. Springa, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85005290227,comune@pec.comune.nomi.tn.it,pec,nomi@comune.nomi.tn.it,altro,,,,,,,,,,,0,nomi,Nomi,45.9295,11.073
c_d810,,,OPENDATA-G.I.S.,c_d810,Comune di Frosinone,Frosinone,Nicola,Ottaviani,3100,FR,Lazio,http://www.comune.frosinone.gov.it,"Piazza VI Dicembre, Palazzo Comunale",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,264560608,pec@pec.comune.frosinone.it,pec,info@comune.frosinone.it,altro,ced@comune.frosinone.it,altro,,,,,https://www.facebook.com/pages/Comune-di-Frosinone/45451812682,https://twitter.com/ComuneFrosinone,https://www.youtube.com/c/comunefrosinone,,3,frosinone,Frosinone,41.6401,13.3519
c_l574,,,Open Data,c_l574,Comune di Valfenera,Valfenera,Paolo,Lanfranco,14017,AT,Piemonte,http://www.comune.valfenera.at.it,"P.zza T. Villa, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,91920058,valfenera@cert.ruparpiemonte.it,pec,municipio@comune.valfenera.at.it,altro,,,,,,,,,,,0,valfenera,Valfenera,44.903,7.9674
c_d451,,,OpenData,c_d451,Comune di Fabriano,Fabriano,Vania,Ceccarani,60044,AN,Marche,http://www.comune.fabriano.an.it,"Piazza Del Comune, 1",Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,155670425,protocollo@pec.comune.fabriano.an.it,pec,info@comune.fabriano.an.it,altro,,,,,,,,,,,0,fabriano,Fabriano,43.3361,12.9047
c_e565,,,Open Data,c_e565,Comune di Levico Terme,Levico Terme,Marino,Simoni,38056,TN,Trentino Alto Adige,http://www.comune.levico-terme.tn.it,"Via Marconi, 6",Commissario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,253930226,comunelevicoterme@cert.legalmail.it,pec,,,,,,,,,,,,,3,levico-terme,Levico Terme,46.0111,11.3026
c_d548,,,open data - dati aperti,c_d548,Comune di Ferrara,Ferrara,Alan,Fabbri,44120,FE,Emilia Romagna,http://www.comune.fe.it,"p. Municipale, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE DI FERRARA,S,297110389,comune.ferrara@cert.comune.fe.it,pec,,,,,,,,,https://www.facebook.com/cittadiferrara,https://twitter.com/ComuneDiFerrara,https://www.youtube.com/user/comuneferrara,,0,ferrara,Ferrara,44.8379,11.6204
c_a863,,,Open Data,c_a863,Comune di Bieno,Bieno,Luca,Guerri,38050,TN,Trentino Alto Adige,http://www.comune.bieno.tn.it,"Piazza Maggiore, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,347080228,comune@pec.comune.bieno.tn.it,pec,bieno@comuni.infotn.it,altro,ragioneria@comune.bieno.tn.it,altro,,,,,,,,,0,bieno,Bieno,45.9514,8.5133
c_a072,,,Open Data,c_a072,Comune di Agliano Terme,Agliano Terme,FRANCO GIUSEPPE,SERRA,14041,AT,Piemonte,http://www.comune.aglianoterme.at.it,Piazza Roma 21,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000250058,comune.aglianoterme.at@cert.legalmail.it,pec,protocollo@comune.aglianoterme.at.it,altro,,,,,,,,,,,0,agliano-terme,Agliano Terme,44.7915,8.2497
c_i439,,,Open Data,c_i439,Comune di Sarnonico,Sarnonico,Emanuela,Abram,38011,TN,Trentino Alto Adige,http://www.comune.sarnonico.tn.it,Via Mendola. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,256300229,comune@pec.comune.sarnonico.tn.it,pec,,,,,,,,,,,,,0,sarnonico,Sarnonico,46.4216,11.1428
c_g889,,,OpenData,c_g889,Comune di Porlezza,Porlezza,Sergio,Erculiani,22018,CO,Lombardia,http://www.comune.porlezza.co.it,"Via G. Garibaldi, 66",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,542250139,porlezza@pec.it,pec,protocollo@comune.porlezza.co.it,altro,,,,,,,https://www.facebook.com/comuneporlezza/,,,,2,porlezza,Porlezza,46.0394,9.1309
c_a662,,,Portale Opendata del Comune di Bari,c_a662,Comune di Bari,Bari,Antonio,Decaro,70122,BA,Puglia,http://www.comune.bari.it,"Cso Vittorio Emanuele II, 84",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80015010723,archiviogenerale.comunebari@pec.rupar.puglia.it,pec,contrattiappalti.comunebari@pec.rupar.puglia.it,pec,suap.comunebari@pec.rupar.puglia.it,pec,tributi.comunebari@pec.rupar.puglia.it,pec,ragioneria.comunebari@pec.rupar.puglia.it,pec,,,,,0,bari,Bari,41.1261,16.8693
c_m354,,,Open Data,c_m354,Comune di Castel Ivano,Castel Ivano,Vittorio,Dorigato,38059,TN,Trentino Alto Adige,http://www.comunecastelivano.tn.it,"Piazza Municipio, 12",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401920224,info@pec.comune.castel-ivano.tn.it,pec,,,,,,,,,,,,,0,castel-ivano,Castel Ivano,46.06757,11.52224
c_e334,,,Open Data,c_e334,Comune di Isera,Isera,Enrica,Rigotti,38060,TN,Trentino Alto Adige,http://www.comune.isera.tn.it,Via A. Ravagni N. 8,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,203870225,comune.isera@legalmail.it,pec,ragioneria@comune.isera.tn.it,altro,,,,,,,,,,,0,isera,Isera,45.8886,11.0103
c_l380,,,Piattaforma Open Data BDAP,c_l380,Comune di Trenzano,Trenzano,Spalenza,Italo,25030,BS,Lombardia,http://www.comune.trenzano.bs.it,Via Vittorio Emanuele II n. 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,949980171,protocollo@pec.comune.trenzano.bs.it,pec,info@comune.trenzano.bs.it,altro,,,,,,,,,,,0,trenzano,Trenzano,45.4783,10.0117
c_g935,,,Open Data,c_g935,Comune di Posta Fibreno,Posta Fibreno,Sante,Mele,3030,FR,Lazio,http://www.comune.postafibreno.fr.it,"Piazza Cesare Battisti, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE,S,82000610608,comune@postafibrenopec.it,pec,comunedipostafibreno@virgilio.it,altro,info@comune.postafibreno.fr.it,altro,,,,,,,,,0,posta-fibreno,Posta Fibreno,41.6944,13.6969
